plasmid	contigs	copy_number
PBF_P1	Contig:33:11.9766:1	0.4550305987936505
PBF_P2	Contig:111:8.88382:1	0.30947131455362
PBF_P3	Contig:114:11.5341:1	0.4144023566698089
PBF_P4	Contig:164:8.64259:1	0.3134266241027072
PBF_P5	Contig:152:9.28764:1	0.3206644099668128
PBF_P6	Contig:70:11.8157:1	0.30181163102799335
PBF_P7	Contig:168:8.96342:1	0.29238286049717643
PBF_P8	Contig:172:7.70869:1	0.2671506203848573
PBF_P9	Contig:67:9.8525:1	0.3079126894615989
PBF_P10	Contig:48:8.78419:1	0.28366103344220606
PBF_P11	Contig:61:9.22786:1	0.31260770150320627
PBF_P12	Contig:68:17.6692:1	0.2911238441401328
PBF_P13	Contig:151:7.03949:1	0.23782092393334162
PBF_P14	Contig:166:8.69983:1	0.2672735276013559
PBF_P15	Contig:16:6.79516:1	0.22759035192887336
PBF_P16	Contig:173:7.25717:1	0.2501527111675296
